f_shift,in,lp,bp,hp
4,3223,3121,17,-47
4,3354,3186,72,1
4,3474,3333,123,-40
4,3582,3494,106,-73
4,3679,3609,69,-61
4,3763,3688,54,-36
4,3835,3760,56,-25
4,3894,3836,54,-28
4,3940,3897,44,-25
4,3973,3939,37,-17
4,3993,3974,25,-13
4,4000,3991,12,-4
4,3993,3991,12,3
4,3973,3991,5,0
4,3940,3972,-12,7
4,3894,3932,-24,20
4,3835,3877,-29,32
4,3763,3816,-31,35
4,3679,3756,-43,29
4,3582,3663,-58,45
4,3474,3560,-63,54
4,3354,3449,-64,57
4,3223,3331,-71,59
4,3082,3198,-81,66
4,2930,3063,-93,66
4,2768,2901,-101,80
4,2597,2733,-101,86
4,2418,2563,-102,85
4,2230,2387,-108,85
4,2036,2201,-118,88
4,1834,2010,-130,91
4,1626,1796,-133,105
4,1413,1584,-128,106
4,1196,1372,-130,106
4,974,1158,-133,105
4,749,937,-141,108
4,522,715,-148,108
4,292,477,-146,118
4,62,245,-140,117
4,16216,19,-138,112
4,15986,10252,11579,175
4,15758,21927,4666,-8274
4,15532,21470,-3955,-3734
4,15308,14926,-4440,2826
4,15088,12079,56,3201
4,14872,14028,2153,-16
4,14662,16047,706,-1528
4,14457,15640,-957,-499
4,14258,14267,-937,659
4,14067,13599,-53,686
4,13883,13850,331,52
4,13707,14091,38,-227
4,13541,13861,-275,-16
4,13383,13454,-242,208
4,13236,13233,-76,188
4,13099,13169,-1,68
4,12973,13110,-51,15
4,12859,12976,-100,47
4,12756,12820,-89,84
4,12665,12706,-52,76
4,12586,12633,-35,50
4,12520,12570,-38,35
4,12467,12500,-38,39
4,12427,12441,-26,39
4,12400,12402,-13,32
4,12386,12381,-3,21
4,12385,12370,2,15
4,12398,12370,2,14
4,12424,12378,19,11
4,12463,12411,33,-3
4,12515,12453,38,-9
4,12580,12508,45,-15
4,12657,12568,55,-15
4,12747,12650,66,-26
4,12849,12746,71,-34
4,12962,12848,77,-37
4,13087,12963,83,-42
4,13223,13086,93,-45
4,13369,13220,106,-50
4,13526,13377,110,-63
4,13692,13536,110,-65
4,13866,13698,118,-65
4,14050,13874,124,-70
4,14240,14061,131,-76
4,14438,14247,137,-75
4,14643,14450,144,-84
4,14853,14663,144,-92
4,15068,14872,141,-89
4,15288,15084,145,-88
4,15511,15303,153,-91
4,15737,15522,161,-91
4,15966,15759,161,-102
4,16195,15991,155,-102
4,41,16216,153,-97
4,272,5983,-11564,-160
4,501,-5690,-4650,8287
4,728,-5233,3969,3750
4,954,1311,4457,-2811
4,1176,4160,-38,-3187
4,1394,2217,-2138,28
4,1607,196,-692,1544
4,1815,606,974,514
4,2018,1984,951,-644
4,2213,2653,70,-670
4,2401,2410,-312,-41
4,2581,2175,-23,238
4,2753,2405,290,31
4,2915,2816,262,-194
4,3068,3045,93,-176
4,3211,3113,20,-55
4,3343,3178,71,-2
4,3464,3322,121,-39
4,3573,3483,108,-73
4,3671,3603,69,-64
4,3756,3678,55,-34
4,3829,3755,56,-27
4,3889,3830,53,-27
4,3936,3891,45,-24
4,3971,3939,33,-19
4,3992,3970,21,-9
4,3999,3988,14,-3
4,3994,3988,14,4
4,3975,3988,13,0
4,3943,3977,-9,3
4,3899,3938,-26,18
4,3841,3881,-29,33
4,3770,3823,-31,34
4,3687,3760,-42,31
4,3592,3673,-55,42
4,3484,3571,-62,52
4,3366,3458,-65,59
4,3236,3341,-69,60
4,3095,3220,-82,57
4,2944,3071,-93,71
4,2783,2913,-95,79
4,2613,2752,-98,80
4,2435,2583,-104,82
4,2248,2405,-111,86
4,2054,2223,-123,87
4,1853,2019,-128,99
4,1646,1811,-125,105
4,1433,1609,-126,100
4,1216,1396,-133,104
4,994,1177,-136,107
4,770,964,-145,103
4,542,728,-148,116
4,313,494,-139,118
4,83,273,-138,109
4,16237,44,-142,110
4,16007,10271,11578,177
4,15779,21653,5180,-8236
4,15552,21480,-3952,-3725
4,15328,14943,-4434,2826
4,15108,12104,59,3195
4,14892,14052,2151,-19
4,14681,16067,704,-1527
4,14475,15718,-920,-577
4,14276,14273,-936,670
4,14084,13614,-45,685
4,13899,13871,334,46
4,13723,14112,35,-230
4,13555,13875,-277,-13
4,13397,13482,-254,200
4,13249,13240,-74,194
4,13111,13181,3,67
4,12984,13125,-51,12
4,12868,12990,-105,47
4,12764,12829,-95,87
4,12672,12712,-55,80
4,12593,12636,-32,52
4,12526,12573,-33,37
4,12471,12510,-37,35
4,12430,12448,-31,39
4,12402,12406,-19,34
4,12386,12379,-4,25
4,12385,12369,4,15
4,12396,12369,4,14
4,12421,12379,18,8
4,12459,12400,31,6
4,12509,12442,45,-5
4,12573,12501,52,-18
4,12649,12569,53,-22
4,12738,12646,58,-26
4,12839,12729,70,-26
4,12951,12832,84,-35
4,13075,12952,89,-45
4,13210,13075,95,-47
4,13356,13214,100,-54
4,13511,13362,105,-58
4,13676,13519,112,-64
4,13850,13684,118,-67
4,14033,13860,123,-71
4,14223,14034,134,-68
4,14420,14234,142,-82
4,14624,14439,140,-89
4,14834,14640,140,-86
4,15049,14849,144,-87
4,15268,15065,150,-91
4,15491,15276,158,-87
4,15717,15511,161,-100
4,15945,15743,153,-102
4,16174,15964,152,-95
4,20,16192,156,-96
4,251,5962,-11562,-161
4,480,-5420,-5164,8253
4,708,-5245,3970,3740
4,933,1297,4451,-2814
4,1156,4137,-44,-3182
4,1374,2191,-2135,33
4,1588,180,-688,1538
4,1797,529,936,591
4,1999,1977,953,-656
4,2196,2639,62,-671
4,2384,2387,-315,-33
4,2565,2157,-18,236
4,2738,2395,289,26
4,2901,2786,270,-183
4,3055,3033,94,-179
4,3198,3101,20,-56
4,3331,3166,70,-3
4,3453,3308,121,-37
4,3564,3470,111,-72
4,3662,3593,75,-66
4,3749,3677,52,-41
4,3823,3745,53,-22
4,3884,3821,56,-26
4,3933,3884,50,-25
4,3968,3939,34,-23
4,3990,3968,21,-10
4,3999,3986,13,-2
4,3995,3986,13,7
4,3978,3986,13,3
4,3947,3978,-5,3
4,3903,3941,-22,17
4,3846,3891,-29,27
4,3777,3829,-34,34
4,3695,3761,-39,36
4,3601,3680,-51,41
4,3495,3582,-60,49
4,3377,3472,-65,56
4,3248,3359,-74,55
4,3108,3223,-84,67
4,2958,3081,-88,71
4,2798,2929,-92,75
4,2629,2769,-100,79
4,2451,2597,-105,85
4,2265,2426,-115,83
4,2072,2231,-123,96
4,1871,2032,-121,101
4,1665,1834,-122,98
4,1453,1631,-129,99
4,1236,1415,-135,106
4,1015,1205,-141,102
4,790,974,-143,113
4,563,744,-139,116
4,334,523,-138,109
4,104,294,-142,111
4,16258,63,-143,113
4,16028,9567,11520,931
4,15799,21664,5184,-8228
4,15573,21500,-3942,-3730
4,15348,14971,-4433,2819
4,15128,12126,54,3195
4,14911,14067,2150,-14
4,14700,16040,804,-1531
4,14494,15730,-920,-570
4,14294,14292,-930,667
4,14101,13637,-44,679
4,13916,13892,328,45
4,13739,14119,33,-219
4,13570,13906,-270,-32
4,13411,13493,-256,205
4,13262,13251,-72,196
4,13123,13197,5,63
4,12995,13140,-53,10
4,12879,13000,-106,48
4,12773,12845,-99,84
4,12680,12717,-56,84
4,12599,12643,-29,52
4,12531,12581,-33,35
4,12476,12518,-41,34
4,12433,12450,-33,43
4,12404,12405,-15,36
4,12387,12384,-3,22
4,12384,12371,2,15
4,12394,12371,2,12
4,12418,12379,16,7
4,12455,12400,27,5
4,12504,12438,42,-4
4,12567,12499,48,-19
4,12642,12562,51,-20
4,12730,12637,57,-23
4,12829,12720,70,-25
4,12941,12823,82,-35
4,13064,12938,90,-42
4,13198,13070,93,-52
4,13342,13206,94,-55
4,13497,13346,101,-54
4,13661,13502,111,-60
4,13834,13668,120,-67
4,14016,13839,129,-69
4,14205,14030,132,-80
4,14402,14223,129,-82
4,14605,14416,134,-81
4,14814,14616,142,-82
4,15029,14829,148,-89
4,15248,15038,155,-86
4,15470,15269,156,-99
4,15696,15492,152,-98
4,15924,15713,153,-93
4,16153,15942,157,-96
4,0,16173,158,-99
4,230,6669,-11505,-916
4,459,-5428,-5169,8243
4,687,-5264,3957,3745
4,913,1266,4449,-2803
4,1136,4111,-37,-3179
4,1354,2173,-2131,29
4,1569,203,-787,1545
4,1778,516,940,583
4,1981,1962,949,-658
4,2178,2619,61,-668
4,2368,2367,-314,-32
4,2549,2140,-15,236
4,2722,2362,289,43
4,2887,2779,273,-193
4,3041,3024,90,-182
4,3186,3084,15,-50
4,3320,3148,73,2
4,3442,3298,125,-40
4,3554,3459,113,-73
4,3654,3587,71,-68
4,3741,3666,51,-37
4,3816,3738,55,-24
4,3879,3815,56,-27
4,3929,3883,48,-28
4,3965,3933,34,-21
4,3989,3964,21,-9
4,3999,3985,16,-4
4,3996,3992,15,0
4,3980,3992,9,0
4,3950,3980,-8,4
4,3908,3944,-23,18
4,3852,3892,-28,30
4,3784,3833,-29,34
4,3703,3771,-39,33
4,3610,3690,-52,39
4,3505,3590,-60,50
4,3388,3485,-68,54
4,3260,3365,-74,60
4,3121,3233,-79,67
4,2972,3094,-84,69
4,2813,2946,-92,72
4,2645,2785,-101,79
4,2468,2620,-110,80
4,2282,2435,-115,91
4,2089,2244,-115,96
4,1890,2052,-117,96
4,1684,1855,-123,97
4,1472,1648,-129,101
4,1255,1443,-139,99
4,1035,1215,-141,111
4,811,992,-137,112
4,584,772,-137,108
4,355,544,-141,111
4,125,313,-142,113
4,16279,91,-149,109
4,16049,10310,11573,183
4,15820,21980,4666,-8264
4,15593,21270,-4183,-3358
4,15369,14734,-4267,2993
4,15148,12170,246,3076
4,14931,14097,2144,-21
4,14719,16102,702,-1522
4,14512,15693,-957,-495
4,14312,14266,-894,693
4,14118,13665,-11,653
4,13932,13933,323,24
4,13754,14141,30,-224
4,13585,13901,-276,-9
4,13425,13495,-241,211
4,13275,13271,-63,186
4,13135,13217,-4,60
4,13006,13151,-59,14
4,12889,13010,-109,51
4,12782,12845,-92,90
4,12688,12730,-53,79
4,12606,12653,-33,52
4,12537,12590,-37,35
4,12480,12518,-39,39
4,12436,12458,-33,39
4,12406,12408,-16,36
4,12388,12387,-5,22
4,12384,12371,4,15
4,12393,12371,4,11
4,12415,12371,14,15
4,12451,12391,31,9
4,12499,12433,45,-4
4,12561,12495,49,-20
4,12635,12558,50,-22
4,12721,12630,56,-23
4,12820,12712,68,-25
4,12930,12809,84,-31
4,13052,12931,90,-46
4,13185,13057,91,-50
4,13329,13191,94,-53
4,13482,13332,103,-54
4,13646,13489,112,-63
4,13818,13647,122,-62
4,13999,13827,127,-72
4,14188,14013,129,-78
4,14384,14203,130,-80
4,14586,14397,135,-80
4,14795,14597,143,-82
4,15009,14802,153,-83
4,15228,15030,154,-98
4,15450,15250,148,-96
4,15675,15468,149,-92
4,15903,15689,157,-92
4,16133,15924,160,-101
4,16363,16148,163,-96
4,209,16386,161,-103
4,438,6159,-11565,-167
4,667,-5520,-4655,8286
4,893,-4809,4199,3377
4,1115,1730,4282,-2978
4,1335,4308,-34,-3176
4,1550,2373,-2129,27
4,1759,359,-694,1538
4,1963,761,968,514
4,2160,2186,907,-676
4,2351,2785,24,-637
4,2533,2535,-308,-30
4,2707,2309,-17,233
4,2872,2538,283,28
4,3027,2933,252,-187
4,3173,3156,79,-168
4,3308,3210,18,-46
4,3432,3270,70,3
4,3544,3406,119,-33
4,3645,3564,104,-72
4,3734,3674,63,-60
4,3810,3744,44,-32
4,3874,3806,48,-20
4,3925,3866,53,-18
4,3962,3927,45,-24
4,3987,3967,28,-19
4,3999,3986,14,-6
4,3997,3986,14,6
4,3982,3986,14,4
4,3953,3980,-3,4
4,3912,3946,-20,17
4,3858,3904,-28,22
4,3791,3843,-36,33
4,3711,3772,-39,39
4,3619,3693,-45,41
4,3515,3605,-57,43
4,3399,3495,-68,54
4,3272,3375,-73,61
4,3134,3245,-78,66
4,2986,3107,-82,68
4,2828,2965,-93,68
4,2660,2810,-107,72
4,2484,2630,-112,86
4,2300,2449,-112,91
4,2107,2266,-114,91
4,1908,2072,-121,96
4,1703,1873,-125,98
4,1491,1674,-133,96
4,1275,1454,-140,107
4,1055,1233,-137,111
4,831,1013,-136,110
4,605,792,-139,109
4,376,564,-141,112
4,146,342,-148,108
4,16300,103,-149,118
4,16070,10325,11579,186
4,15841,22004,4671,-8269
4,15614,21294,-4183,-3361
4,15389,14757,-4268,2991
4,15168,12176,43,3192
4,14950,14104,2142,-7
4,14738,16116,708,-1520
4,14531,15712,-951,-498
4,14330,14288,-893,690
4,14135,13686,-15,652
4,13949,13930,317,47
4,13770,14150,30,-216
4,13600,13918,-271,-12
4,13439,13516,-239,204
4,13288,13290,-68,183
4,13148,13230,-6,61
4,13018,13167,-61,12
4,12899,13016,-111,58
4,12792,12855,-91,90
4,12696,12740,-53,79
4,12613,12662,-35,52
4,12543,12599,-40,34
4,12485,12525,-43,40
4,12440,12458,-31,43
4,12408,12416,-19,34
4,12389,12386,-5,25
4,12384,12372,4,15
4,12392,12372,4,10
4,12413,12372,10,15
4,12447,12391,28,8
4,12494,12432,41,-5
4,12554,12490,45,-18
4,12627,12551,46,-20
4,12713,12619,56,-20
4,12810,12697,73,-20
4,12920,12809,83,-40
4,13041,12926,82,-47
4,13172,13045,85,-46
4,13315,13171,94,-46
4,13468,13314,108,-53
4,13630,13468,119,-59
4,13802,13643,121,-73
4,13982,13817,118,-74
4,14170,13992,122,-71
4,14366,14175,134,-72
4,14568,14376,144,-82
4,14776,14578,149,-84
4,14989,14795,148,-93
4,15208,15010,144,-93
4,15430,15224,148,-90
4,15655,15445,156,-93
4,15882,15676,157,-99
4,16112,15897,160,-95
4,16342,16133,162,-102
4,188,16368,155,-103
4,418,6134,-11567,-162
4,646,-5544,-4653,8289
4,872,-4829,4203,3374
4,1095,1445,4458,-2802
4,1315,4298,-34,-3186
4,1530,2358,-2136,25
4,1740,334,-697,1545
4,1945,737,971,518
4,2143,2169,911,-679
4,2334,2771,68,-662
4,2517,2527,-310,-38
4,2692,2293,-24,236
4,2857,2520,284,30
4,3014,2919,253,-188
4,3160,3143,79,-168
4,3296,3196,21,-46
4,3421,3262,72,-2
4,3535,3399,118,-37
4,3636,3555,101,-70
4,3726,3664,61,-58
4,3804,3735,46,-32
4,3869,3795,53,-17
4,3921,3867,54,-25
4,3960,3926,40,-25
4,3985,3963,27,-16
4,3998,3984,16,-7
4,3998,3991,15,0
4,3984,3991,15,0
4,3957,3985,-5,2
4,3916,3949,-21,19
4,3863,3907,-28,23
4,3797,3846,-33,34
4,3719,3783,-39,34
4,3628,3706,-50,38
4,3525,3608,-59,50
4,3410,3505,-64,52
4,3284,3387,-71,59
4,3147,3261,-79,63
4,3000,3121,-86,69
4,2843,2978,-95,70
4,2676,2816,-103,79
4,2500,2642,-105,87
4,2317,2467,-107,87
4,2125,2287,-112,86
4,1927,2093,-121,93
4,1722,1900,-131,93
4,1511,1683,-135,107
4,1295,1467,-129,109
4,1075,1254,-130,106
4,852,1037,-136,106
4,625,813,-140,109
4,397,591,-147,108
4,167,353,-147,118
4,16321,120,-140,117
4,16091,10353,11581,178
4,15862,22029,4668,-8272
4,15634,21314,-4188,-3358
4,15409,15040,-4443,2816
4,15188,12183,46,3203
4,14970,14120,2151,-7
4,14757,16144,712,-1530
4,14549,15741,-958,-505
4,14348,14302,-900,697
4,14153,13696,-53,679
4,13965,13939,323,53
4,13786,14167,35,-219
4,13615,13936,-273,-13
4,13454,13530,-243,207
4,13302,13299,-69,190
4,13160,13242,-4,62
4,13029,13176,-59,14
4,12909,13027,-109,57
4,12801,12866,-91,89
4,12704,12751,-54,77
4,12620,12672,-38,51
4,12548,12603,-41,38
4,12489,12526,-41,43
4,12443,12464,-31,41
4,12410,12417,-16,34
4,12390,12396,-10,19
4,12384,12375,-6,18
4,12390,12366,6,15
4,12410,12378,16,4
4,12443,12399,22,0
4,12489,12432,31,-4
4,12548,12474,42,-6
4,12620,12536,55,-15
4,12704,12614,64,-26
4,12801,12704,67,-33
4,12909,12801,71,-35
4,13029,12904,83,-36
4,13160,13027,94,-45
4,13302,13165,98,-54
4,13454,13301,107,-52
4,13615,13461,115,-64
4,13786,13627,115,-69
4,13965,13796,119,-69
4,14153,13974,125,-71
4,14348,14163,132,-76
4,14549,14353,143,-76
4,14757,14566,146,-90
4,14970,14777,142,-91
4,15188,14989,144,-91
4,15409,15205,149,-91
4,15634,15425,155,-93
4,15862,15647,162,-94
4,16091,15885,160,-103
4,16321,16117,153,-102
4,167,16340,153,-95
4,397,6108,-11563,-159
4,625,-5565,-4650,8287
4,852,-5110,3969,3751
4,1075,1434,4458,-2811
4,1295,4283,-41,-3187
4,1511,2334,-2138,30
4,1722,313,-692,1544
4,1927,722,973,514
4,2125,2095,950,-643
4,2317,2760,67,-668
4,2500,2513,-316,-38
4,2676,2272,-24,240
4,2843,2501,288,31
4,3000,2906,257,-191
4,3147,3127,92,-173
4,3284,3191,18,-53
4,3410,3253,67,-2
4,3525,3387,116,-35
4,3628,3545,104,-72
4,3719,3658,65,-62
4,3797,3728,47,-32
4,3863,3791,52,-20
4,3916,3859,53,-22
4,3957,3919,42,-24
4,3984,3960,30,-18
4,3998,3981,19,-6
4,3998,3993,11,0
4,3985,3993,11,0
4,3960,3983,-5,5
4,3921,3950,-17,19
4,3869,3908,-22,24
4,3804,3855,-29,29
4,3726,3796,-41,29
4,3636,3714,-54,39
4,3535,3615,-59,51
4,3421,3513,-61,53
4,3296,3399,-68,56
4,3160,3276,-79,60
4,3014,3141,-92,65
4,2857,2983,-95,79
4,2692,2824,-95,81
4,2517,2662,-101,81
4,2334,2487,-108,84
4,2143,2302,-116,90
4,1945,2115,-124,90
4,1740,1909,-128,100
4,1530,1701,-128,103
4,1315,1489,-130,106
4,1095,1275,-132,106
4,872,1056,-136,107
4,646,841,-145,104
4,418,603,-149,118
4,188,368,-140,120
4,16342,147,-138,110
4,16112,10379,11578,174
4,15882,22052,4665,-8272
4,15655,21594,-3955,-3734
4,15430,15050,-4442,2826
4,15208,12201,55,3202
4,14989,14148,2152,-16
4,14776,16164,704,-1527
4,14568,15753,-959,-497
4,14366,14375,-936,661
4,14170,13708,-53,685
4,13982,13952,327,55
4,13802,14187,36,-223
4,13630,13953,-275,-13
4,13468,13544,-245,209
4,13315,13316,-78,191
4,13172,13248,-5,70
4,13041,13183,-56,17
4,12920,13041,-106,53
4,12810,12880,-94,87
4,12713,12757,-55,81
4,12627,12682,-38,50
4,12554,12607,-40,40
4,12494,12531,-39,43
4,12447,12470,-30,39
4,12413,12422,-18,34
4,12392,12392,-5,24
4,12384,12375,2,16
4,12389,12375,2,8
4,12408,12375,2,13
4,12440,12384,22,13
4,12485,12422,41,-2
4,12543,12481,46,-19
4,12613,12540,46,-20
4,12696,12603,56,-18
4,12792,12685,71,-24
4,12899,12788,81,-36
4,13018,12904,82,-46
4,13148,13022,84,-46
4,13288,13140,99,-41
4,13439,13291,110,-58
4,13600,13450,110,-66
4,13770,13609,111,-64
4,13949,13778,120,-68
4,14135,13957,127,-71
4,14330,14140,138,-74
4,14531,14344,143,-85
4,14738,14551,139,-89
4,14950,14753,141,-85
4,15168,14966,146,-89
4,15389,15184,151,-91
4,15614,15397,160,-88
4,15841,15635,164,-103
4,16070,15869,154,-105
4,16300,16090,151,-95
4,146,16316,156,-94
4,376,6088,-11562,-161
4,605,-5294,-5164,8252
4,831,-5119,3969,3740
4,1055,1418,4450,-2812
4,1275,4258,-45,-3180
4,1491,2309,-2137,35
4,1703,293,-689,1543
4,1908,644,938,590
4,2107,2090,951,-657
4,2300,2748,58,-670
4,2484,2490,-318,-31
4,2660,2250,-20,244
4,2828,2486,292,28
4,2986,2879,269,-185
4,3134,3121,89,-179
4,3272,3180,12,-52
4,3399,3236,66,3
4,3515,3371,120,-32
4,3619,3532,110,-72
4,3711,3649,70,-65
4,3791,3725,47,-37
4,3858,3788,48,-21
4,3912,3851,53,-19
4,3953,3913,46,-24
4,3982,3955,34,-19
4,3997,3983,20,-11
4,3999,3992,11,0
4,3987,3992,11,2
4,3962,3982,-3,7
4,3925,3961,-16,9
4,3874,3919,-28,20
4,3810,3861,-36,31
4,3734,3791,-39,39
4,3645,3714,-42,41
4,3544,3632,-54,40
4,3432,3529,-69,50
4,3308,3409,-74,60
4,3173,3286,-80,62
4,3027,3147,-85,69
4,2872,2999,-90,73
4,2707,2842,-97,79
4,2533,2677,-103,82
4,2351,2501,-108,86
4,2160,2327,-118,83
4,1963,2127,-127,97
4,1759,1922,-125,104
4,1550,1721,-125,101
4,1335,1513,-129,102
4,1115,1297,-135,106
4,893,1086,-144,101
4,667,850,-147,117
4,438,619,-138,117
4,209,398,-138,109
4,16363,169,-142,111
4,16133,10396,11578,178
4,15903,21779,5181,-8236
4,15675,21606,-3952,-3727
4,15450,15068,-4436,2825
4,15228,12225,57,3197
4,15009,14170,2150,-17
4,14795,16181,703,-1523
4,14586,15832,-921,-576
4,14384,14384,-938,671
4,14188,13722,-47,686
4,13999,13974,330,49
4,13818,14204,33,-221
4,13646,13966,-274,-11
4,13482,13576,-254,197
4,13329,13329,-80,193
4,13185,13261,-5,71
4,13052,13196,-56,17
4,12930,13052,-106,53
4,12820,12890,-95,88
4,12721,12770,-59,80
4,12635,12686,-39,55
4,12561,12614,-38,40
4,12499,12540,-39,41
4,12451,12477,-34,39
4,12415,12423,-19,38
4,12393,12394,-6,24
4,12384,12375,1,18
4,12388,12375,1,9
4,12406,12375,1,13
4,12436,12382,21,14
4,12480,12419,39,-2
4,12537,12473,46,-16
4,12606,12535,46,-21
4,12688,12598,54,-19
4,12782,12679,67,-24
4,12889,12779,77,-35
4,13006,12893,81,-44
4,13135,13005,87,-42
4,13275,13138,96,-51
4,13425,13279,103,-55
4,13585,13432,108,-61
4,13754,13593,114,-65
4,13932,13763,120,-69
4,14118,13934,130,-67
4,14312,14129,138,-80
4,14512,14329,138,-86
4,14719,14529,138,-86
4,14931,14733,143,-85
4,15148,14947,147,-89
4,15369,15156,157,-86
4,15593,15390,159,-100
4,15820,15617,152,-100
4,16049,15837,152,-93
4,16279,16066,157,-95
4,125,16300,159,-100
4,355,6798,-11507,-919
4,584,-5304,-5172,8245
4,811,-5143,3959,3748
4,1035,1389,4452,-2804
4,1255,4236,-38,-3182
4,1472,2295,-2135,28
4,1684,319,-789,1548
4,1890,631,938,584
4,2089,2072,946,-655
4,2282,2727,58,-667
4,2468,2470,-315,-30
4,2645,2240,-18,237
4,2813,2457,286,45
4,2972,2870,269,-191
4,3121,3111,85,-181
4,3260,3165,8,-48
4,3388,3220,67,7
4,3505,3361,123,-34
4,3610,3519,113,-70
4,3703,3644,68,-68
4,3784,3717,44,-36
4,3852,3779,49,-19
4,3908,3847,54,-22
4,3950,3909,47,-24
4,3980,3954,31,-19
4,3996,3975,22,-6
4,3999,3992,12,-2
4,3989,3992,12,1
4,3965,3983,-2,7
4,3929,3962,-14,10
4,3879,3923,-26,19
4,3816,3863,-34,33
4,3741,3800,-38,35
4,3654,3723,-44,40
4,3554,3640,-53,41
4,3442,3538,-67,50
4,3320,3423,-75,57
4,3186,3291,-78,68
4,3041,3155,-79,71
4,2887,3015,-86,69
4,2722,2861,-95,74
4,2549,2695,-105,80
4,2368,2524,-115,83
4,2178,2332,-117,95
4,1981,2139,-115,97
4,1778,1945,-119,96
4,1569,1745,-127,97
4,1354,1532,-133,104
4,1136,1323,-140,101
4,913,1092,-141,115
4,687,869,-137,113
4,459,648,-138,108
4,230,419,-142,111
4,0,188,-143,114
4,16153,-34,-149,109
4,15924,10185,11573,182
4,15696,21855,4666,-8264
4,15470,21145,-4182,-3358
4,15248,14613,-4264,2989
4,15029,12049,246,3076
4,14814,13976,2145,-19
4,14605,15986,705,-1524
4,14402,15580,-954,-498
4,14205,14155,-891,693
4,14016,13557,-7,652
4,13834,13833,326,20
4,13661,14043,32,-225
4,13497,13809,-272,-12
4,13342,13410,-236,205
4,13198,13192,-60,180
4,13064,13141,-1,58
4,12941,13078,-55,14
4,12829,12949,-105,45
4,12730,12788,-93,88
4,12642,12675,-50,80
4,12567,12606,-25,49
4,12504,12550,-29,32
4,12455,12488,-35,34
4,12418,12432,-26,36
4,12394,12393,-13,32
4,12384,12373,0,21
4,12387,12373,0,11
4,12404,12373,0,14
4,12433,12379,21,15
4,12476,12414,40,-1
4,12531,12471,45,-17
4,12599,12530,42,-20
4,12680,12591,52,-18
4,12773,12672,65,-24
4,12879,12770,74,-34
4,12995,12874,83,-36
4,13123,12996,90,-46
4,13262,13128,94,-52
4,13411,13267,99,-54
4,13570,13415,107,-57
4,13739,13576,116,-64
4,13916,13741,126,-65
4,14101,13928,130,-77
4,14294,14117,129,-80
4,14494,14308,132,-80
4,14700,14507,139,-82
4,14911,14714,144,-86
4,15128,14919,153,-84
4,15348,15147,155,-96
4,15573,15368,152,-96
4,15799,15591,154,-95
4,16028,15819,156,-98
4,16258,16050,156,-100
4,104,16271,161,-93
4,334,6051,-11561,-166
4,563,-5621,-4651,8281
4,790,-4911,4198,3375
4,1015,1626,4283,-2977
4,1236,4191,-228,-3062
4,1453,2268,-2127,32
4,1665,264,-688,1533
4,1871,671,966,511
4,2072,2094,906,-676
4,2265,2694,28,-636
4,2451,2429,-306,-11
4,2629,2221,-14,237
4,2798,2461,290,23
4,2958,2866,255,-195
4,3108,3088,78,-169
4,3248,3143,20,-45
4,3377,3210,75,1
4,3495,3351,124,-36
4,3601,3516,108,-75
4,3695,3631,68,-64
4,3777,3708,48,-37
4,3846,3771,52,-20
4,3903,3843,54,-24
4,3947,3903,48,-24
4,3978,3953,31,-21
4,3995,3974,21,-6
4,3999,3991,12,-2
4,3990,3991,12,2
4,3968,3982,-1,9
4,3933,3962,-10,11
4,3884,3923,-21,21
4,3823,3871,-29,28
4,3749,3809,-38,33
4,3662,3732,-44,39
4,3564,3649,-55,41
4,3453,3551,-68,47
4,3331,3430,-75,61
4,3198,3304,-76,65
4,3055,3170,-79,68
4,2901,3029,-87,70
4,2738,2873,-96,76
4,2565,2718,-108,74
4,2384,2533,-116,90
4,2196,2345,-113,96
4,2000,2159,-113,94
4,1797,1966,-120,94
4,1588,1764,-129,98
4,1374,1559,-139,99
4,1156,1331,-139,113
4,933,1111,-133,112
4,708,893,-134,107
4,480,672,-142,107
4,251,437,-145,116
4,20,214,-147,111
4,16174,-24,-147,118
4,15945,10200,11580,184
4,15717,21880,4672,-8271
4,15491,21171,-4182,-3363
4,15268,14636,-4268,2989
4,15049,12055,43,3192
4,14834,13985,2144,-8
4,14624,16000,711,-1521
4,14420,15601,-952,-501
4,14223,14176,-893,691
4,14033,13576,-10,652
4,13850,13826,323,46
4,13676,14052,32,-218
4,13511,13823,-268,-13
4,13356,13428,-237,202
4,13210,13205,-64,183
4,13075,13151,-3,61
4,12951,13091,-55,12
4,12839,12955,-104,48
4,12738,12797,-89,87
4,12649,12687,-48,75
4,12573,12617,-29,47
4,12509,12555,-33,35
4,12459,12495,-38,33
4,12421,12434,-29,40
4,12396,12395,-12,32
4,12385,12375,0,21
4,12386,12375,0,10
4,12402,12375,0,11
4,12430,12380,18,13
4,12471,12414,36,-2
4,12526,12462,41,-11
4,12593,12521,46,-18
4,12672,12584,55,-18
4,12764,12666,64,-26
4,12868,12758,75,-31
4,12984,12869,81,-41
4,13111,12987,86,-46
4,13249,13113,94,-49
4,13397,13253,101,-54
4,13555,13404,108,-61
4,13723,13556,116,-59
4,13899,13731,123,-69
4,14084,13911,126,-75
4,14276,14096,130,-77
4,14475,14290,134,-81
4,14681,14488,138,-82
4,14892,14686,149,-79
4,15108,14907,157,-93
4,15328,15131,152,-99
4,15552,15350,148,-96
4,15779,15569,151,-92
4,16007,15795,156,-94
4,16237,16017,164,-92
